hid;geo1;geo2;ea;urbrur;hhsize;statocc;rooms;bedrooms;floor;walls;roof;water;toilet;electricity;cook_fuel;car;bicycle;motorcycle;refrigerator;tv;radio;bank;exp_01;exp_02;exp_03;exp_04;exp_05;exp_06;exp_07;exp_08;exp_09;exp_10;exp_11;exp_12;NIi;piIi;sI;nII;sII
4e74aa205f2;4;41;41192;1;4;1;1;1;1;2;5;43;31;0;4;0;0;0;0;0;1;0;;;;;;;133;13;;;;;112568;0.539947356955417;1;1126;1
0b7d086b607;4;41;41192;1;4;1;4;1;2;3;1;12;21;1;2;0;0;0;;0;0;0;;47;;;315;308;;665;203;828;;836;112568;0.539947356955417;1;1126;1
0aab5ea1b07;4;41;41192;1;4;1;2;1;1;2;5;43;;0;4;;;0;0;0;0;0;5518;;108;;;;;11;29;9;39;;112568;0.539947356955417;1;1126;1
e6b4aff0847;4;41;41192;1;6;;1;;1;2;7;43;31;0;;0;0;0;0;1;0;0;6089;137;;;227;;232;;82;;84;;112568;0.539947356955417;1;1126;1
a104fa0013a;4;41;41193;1;3;1;1;1;2;2;5;43;21;0;4;0;0;0;0;0;0;0;3733;;;531;;;;347;141;;;;112568;0.539947356955417;1;1126;1
30d5cdc77b8;4;41;41193;1;4;1;2;1;2;3;7;21;22;1;6;0;0;0;0;1;1;1;3859;;797;;;;771;230;323;743;;;112568;0.539947356955417;1;1126;1
c0b7b85a11a;4;41;41194;1;3;;2;1;1;2;5;96;23;0;4;0;;0;0;0;0;0;3202;128;;;176;61;226;;;;110;;112568;0.539947356955417;1;1126;1
bf4e50f9b07;4;41;41194;1;4;1;3;2;1;1;5;51;23;0;4;0;0;0;0;1;1;0;6081;;406;1720;565;113;397;;;152;414;;112568;0.539947356955417;1;1126;1
ef728b43141;4;41;41195;1;8;2;;;;2;5;;23;0;4;0;0;0;0;0;1;0;6114;;;;;95;179;18;;102;;;112568;0.539947356955417;1;1126;1
a2d311e5136;4;41;41195;1;9;1;3;3;1;6;7;43;31;0;4;0;0;0;;0;0;0;;;480;;478;;472;207;;;135;;112568;0.539947356955417;1;1126;1
940cb70a3aa;4;41;41196;1;4;1;1;;;2;7;31;21;1;4;0;0;0;0;1;1;0;;168;;1125;302;;579;;278;267;;203;112568;0.539947356955417;1;1126;1
c32f04d8f6f;4;41;41196;1;4;;;1;1;2;7;42;21;1;4;0;0;0;;1;1;0;4765;;;1003;;125;374;;;;184;;112568;0.539947356955417;1;1126;1
413a85f38d9;4;41;41197;1;8;1;4;1;5;2;5;62;;1;4;0;0;0;0;0;0;0;11003;261;299;1605;;193;963;30;185;;;;112568;0.539947356955417;1;1126;1
102fbd887fe;4;41;41197;1;11;1;3;2;1;2;7;43;31;0;;;0;0;0;0;0;0;9647;175;;1003;157;;;17;;36;42;;112568;0.539947356955417;1;1126;1
3b140d1388d;4;41;41198;1;3;1;;1;1;1;9;21;31;1;4;0;0;0;0;0;0;0;;;157;676;251;152;;;24;12;50;64;112568;0.539947356955417;1;1126;1
9403df04b6e;4;41;41198;1;4;;2;1;2;2;5;11;22;1;5;;0;0;0;0;1;0;5969;140;;;;;641;239;243;573;729;281;112568;0.539947356955417;1;1126;1
ad7d2342295;4;41;41198;1;2;1;2;1;1;2;5;51;22;1;4;0;0;0;0;0;1;0;;;163;871;;137;;130;38;23;172;;112568;0.539947356955417;1;1126;1
97edf4adbb3;4;41;41198;1;4;1;3;2;2;3;5;42;22;1;4;0;0;;0;1;0;1;;;391;1473;;;;;248;285;;197;112568;0.539947356955417;1;1126;1
4e221147122;4;41;41199;1;6;;1;1;;3;5;32;31;0;4;0;1;0;0;0;;0;;;;537;;;;;159;;155;124;112568;0.539947356955417;1;1126;1
0cf2ce8f7f3;4;41;41199;1;5;1;1;0;1;5;7;43;23;0;4;0;0;0;0;0;0;0;;;;;294;;;;42;;187;161;112568;0.539947356955417;1;1126;1
48c5c1afcdd;4;41;41199;1;6;;1;1;1;;7;43;31;0;4;0;0;0;0;0;0;0;;;190;862;212;106;;15;43;;;51;112568;0.539947356955417;1;1126;1
ab6eaec42fe;4;41;41200;1;3;2;1;;2;3;5;14;22;0;5;0;1;0;;0;1;0;;145;;822;;;;;;;539;429;112568;0.539947356955417;1;1126;1
671ef1c294a;4;41;41200;1;3;3;2;1;;3;4;11;31;1;2;0;0;0;0;0;0;0;;;;1667;;;;110;;215;79;;112568;0.539947356955417;1;1126;1
d29e156821c;4;41;41200;1;4;;2;2;1;3;5;21;31;1;2;0;1;0;0;0;0;;;;516;;121;;294;100;;284;96;;112568;0.539947356955417;1;1126;1
e7afad6453a;4;41;41200;1;6;3;;;2;3;1;21;31;1;4;0;0;1;0;1;0;0;5774;152;1128;2502;;;;252;405;1402;606;;112568;0.539947356955417;1;1126;1
c1d847ee4fd;4;41;41200;1;3;3;1;1;2;3;1;21;31;1;2;0;0;1;1;1;0;0;;29;;;;186;522;;108;315;266;;112568;0.539947356955417;1;1126;1
c1251e520ee;4;41;41201;2;4;2;3;;;3;1;21;12;1;;0;0;0;1;;1;0;;;;2378;115;138;247;;;;162;;112568;0.539947356955417;1;1126;1
277f941f695;4;41;41201;2;3;2;3;1;6;3;1;11;11;1;2;1;0;0;1;1;1;1;3107;51;;;;470;;1284;;;730;;112568;0.539947356955417;1;1126;1
30f7a6524c1;4;41;41201;2;5;;6;3;2;3;1;11;11;1;2;;0;1;1;1;0;1;;;1403;6651;;;3631;;648;;;;112568;0.539947356955417;1;1126;1
593292727fc;4;41;41201;2;6;;5;3;;3;1;11;11;1;2;0;1;1;1;;0;1;3672;;;;344;;;;264;;;;112568;0.539947356955417;1;1126;1
e10be2e50ab;4;41;41201;2;5;1;4;3;6;3;1;11;;1;2;1;1;1;;1;1;1;5126;73;1704;;1587;;;;976;2505;;1738;112568;0.539947356955417;1;1126;1
0e70fd4df7c;4;41;41201;2;4;1;;1;2;3;1;11;21;1;2;0;0;0;;1;1;1;2859;38;617;2671;200;210;458;290;131;503;;;112568;0.539947356955417;1;1126;1
258209648ae;4;41;41201;2;4;;2;1;2;3;5;71;12;;2;1;0;0;1;0;0;1;;;733;4464;;;;;224;549;;1106;112568;0.539947356955417;1;1126;1
3b172a24cf9;4;41;41202;1;7;1;1;;1;3;5;11;13;0;4;0;0;0;0;0;;0;;40;315;1173;;;54;;;;;;112568;0.539947356955417;1;1126;1
bfec0bb7a98;4;41;41202;1;6;;3;1;2;3;;21;21;1;5;0;0;0;0;1;1;0;;;859;3661;;188;;;317;;503;;112568;0.539947356955417;1;1126;1
3ae2f906818;4;41;41202;1;6;1;1;1;;3;;96;31;1;4;0;;0;0;0;;0;;215;;624;;;691;;;139;312;;112568;0.539947356955417;1;1126;1
808e4261689;4;41;41202;1;4;1;1;1;2;3;;32;31;0;4;0;;;0;0;0;;;;;411;238;;;;110;;;130;112568;0.539947356955417;1;1126;1
e5ab53e48c8;4;41;41202;1;5;1;2;2;2;3;1;11;31;1;4;0;0;0;0;0;0;0;1869;;;2052;99;;;;;;114;;112568;0.539947356955417;1;1126;1
1d9d630ca38;4;41;41203;2;4;1;;2;2;;;11;11;1;2;1;0;1;;1;1;1;;71;;;1080;;3966;;;1460;476;1452;112568;0.539947356955417;1;1126;1
8f389701897;4;41;41203;2;4;1;5;2;2;3;1;11;11;1;2;1;0;0;1;1;;1;;;;;722;;;;659;1694;354;;112568;0.539947356955417;1;1126;1
11417daf711;4;41;41203;2;5;1;3;;2;;;21;11;1;2;1;0;1;1;0;0;1;;71;;;875;;3535;1306;559;1956;;1645;112568;0.539947356955417;1;1126;1
95c17d0677f;4;41;41203;2;4;2;3;2;2;3;1;;11;1;2;0;0;1;;1;1;1;4459;51;996;;;;899;;538;1448;391;1071;112568;0.539947356955417;1;1126;1
fff4a6d17e4;4;41;41204;1;2;;3;2;2;3;5;96;21;1;2;1;0;0;;1;0;1;;;;4492;617;316;;839;;;;1091;112568;0.539947356955417;1;1126;1
70ef3e15cc7;4;41;41204;1;5;1;7;5;6;3;1;21;13;1;;1;1;1;;1;1;1;3979;;;5204;1147;;2725;895;629;;;1221;112568;0.539947356955417;1;1126;1
8f165ef6d47;4;41;41204;1;4;1;3;;2;3;5;21;12;1;4;0;0;1;1;1;;0;;;525;2803;;;934;60;226;;340;;112568;0.539947356955417;1;1126;1
168f189d526;4;41;41204;1;4;1;3;2;2;5;5;61;;1;2;1;1;1;1;1;1;1;;;;2365;2345;740;;;;;186;1144;112568;0.539947356955417;1;1126;1
e1e7519a058;4;41;41204;1;4;1;3;2;2;3;;21;;1;4;;1;0;;1;1;;;;726;;236;;;;168;;361;;112568;0.539947356955417;1;1126;1
d0c8aff6d0d;4;41;41204;1;4;1;3;;2;3;;;21;1;4;;0;0;1;;0;0;;206;;;382;;1254;45;224;;;242;112568;0.539947356955417;1;1126;1
3d79cf493a7;4;41;41204;1;5;1;4;2;6;3;5;51;;1;4;0;;1;1;1;0;0;;;;3550;376;111;;;139;508;370;;112568;0.539947356955417;1;1126;1
33946f10c7c;4;41;41205;2;6;1;2;2;2;3;1;11;22;1;5;0;0;0;0;1;0;1;3620;;;;311;;;;;1072;;775;112568;0.539947356955417;1;1126;1
8f2cda43e5b;4;41;41205;2;9;2;4;2;2;;1;11;21;1;2;;;;;1;1;1;4839;;1550;;307;517;;538;359;1906;413;1092;112568;0.539947356955417;1;1126;1
5d1851b44b9;4;41;41205;2;6;1;4;;2;3;;21;11;1;2;1;0;1;1;1;1;1;7037;;;7193;;;;;888;;662;2010;112568;0.539947356955417;1;1126;1
1668200a954;4;41;41205;2;7;1;2;1;2;3;1;11;11;1;2;1;0;1;1;1;1;1;3426;35;;3135;;418;;561;;1012;;;112568;0.539947356955417;1;1126;1
925bbe21062;4;41;41205;2;7;3;;1;2;3;5;61;21;1;3;0;0;0;1;1;1;0;4290;253;737;2829;317;267;;104;350;647;;;112568;0.539947356955417;1;1126;1
ef0d5304895;4;41;41205;2;8;1;3;;2;3;;11;22;1;2;1;0;0;1;1;0;;;107;;;;;2885;678;;;431;;112568;0.539947356955417;1;1126;1
6e1d57c56c7;4;41;41205;2;9;1;1;1;2;3;5;11;11;1;2;0;0;0;1;0;;0;;;;;280;;568;348;210;1033;;;112568;0.539947356955417;1;1126;1
5cac89fbbad;4;41;41206;2;2;2;2;1;2;3;;11;13;1;5;0;0;0;0;0;1;1;1292;;575;2651;224;;;522;259;;1082;;112568;0.539947356955417;1;1126;1
1da3031f53f;4;41;41206;2;2;1;3;1;2;3;1;11;11;1;2;1;0;0;1;;1;1;2257;;;4170;586;;;;412;;381;;112568;0.539947356955417;1;1126;1
ea203aed6cf;4;41;41206;2;2;;4;2;6;3;;11;11;;2;0;0;1;1;1;1;1;2386;;;;;;;;;;583;;112568;0.539947356955417;1;1126;1
24f371d3f52;4;41;41206;2;1;1;5;;;3;1;11;11;1;2;0;0;0;1;1;1;0;;;;;;;;687;155;;;387;112568;0.539947356955417;1;1126;1
c4083b66c60;4;41;41206;2;2;1;3;2;;3;1;11;11;1;2;0;0;1;;;1;1;;;;;469;250;;;372;286;630;;112568;0.539947356955417;1;1126;1
36934b32335;4;41;41206;2;4;1;4;3;6;5;1;71;12;1;2;1;1;1;1;1;1;1;6492;42;;6599;2208;;;;1131;;;1202;112568;0.539947356955417;1;1126;1
c4a5fe36ae9;4;41;41207;1;7;1;3;;1;;5;42;22;1;4;0;0;0;0;1;;0;;;;;;;425;;;;339;310;112568;0.539947356955417;1;1126;1
0799ca045ea;4;41;41207;1;8;1;2;1;1;2;5;43;31;0;4;0;;0;0;1;0;0;;;351;909;343;;;;;;;;112568;0.539947356955417;1;1126;1
5a5dfa2ebb4;4;41;41207;1;10;1;2;2;1;7;5;11;22;0;5;0;0;0;0;0;1;0;;79;;1013;329;67;;;113;237;314;;112568;0.539947356955417;1;1126;1
b5a4a11d0e5;4;41;41207;1;8;;2;2;1;5;5;21;;1;4;0;1;0;0;0;0;0;4415;;;;342;;;271;142;;;;112568;0.539947356955417;1;1126;1
627274cf583;4;41;41207;1;7;1;;1;2;3;;21;31;1;4;0;1;0;0;0;1;;;108;710;1684;306;155;;;178;;209;611;112568;0.539947356955417;1;1126;1
06407529cef;4;41;41208;1;6;1;2;2;;3;;11;13;1;5;0;0;0;1;1;1;1;;185;;5313;685;255;;300;715;1146;1040;;112568;0.539947356955417;1;1126;1
4ec84e12e7c;4;41;41208;1;9;1;3;2;2;3;1;21;31;1;2;1;0;1;1;1;0;0;;39;;4315;292;;1402;161;;1663;;;112568;0.539947356955417;1;1126;1
e2d350eca0b;4;41;41208;1;7;1;4;;2;;1;21;13;1;2;1;1;1;;1;1;1;3962;;1283;;390;;2157;466;342;;400;1115;112568;0.539947356955417;1;1126;1
1b5a777e945;4;41;41208;1;8;1;;3;1;3;5;51;22;1;5;0;1;0;1;1;1;1;;368;;;639;249;;;650;;;422;112568;0.539947356955417;1;1126;1
3c89d2554b5;4;41;41209;1;5;3;2;1;2;2;5;42;21;1;4;0;0;0;0;0;0;0;;;;1409;;;;;;;512;;112568;0.539947356955417;1;1126;1
1c174ef40e1;4;41;41209;1;4;;1;1;1;2;6;43;31;0;4;0;0;0;0;0;0;0;;150;187;584;;;295;167;;48;133;;112568;0.539947356955417;1;1126;1
7c27e7cdb96;4;41;41209;1;4;1;1;1;1;5;7;32;31;0;4;0;0;0;0;0;;0;;;;355;243;54;;33;46;61;99;90;112568;0.539947356955417;1;1126;1
c93f2433ce3;4;41;41209;1;3;1;2;1;;5;8;;;1;4;0;0;1;1;1;0;0;3586;25;;;1045;298;;;;;;;112568;0.539947356955417;1;1126;1
d5d15009ffa;4;41;41209;1;5;1;2;1;2;3;9;21;21;1;4;0;0;0;0;1;1;;7390;;470;1408;370;;;;;268;363;186;112568;0.539947356955417;1;1126;1
ce01a455430;4;41;41209;1;4;1;3;3;;4;5;62;21;1;4;0;;0;1;1;0;0;4300;;;;687;;165;105;;93;;417;112568;0.539947356955417;1;1126;1
fe77463a00a;4;41;41210;1;5;1;1;;2;3;6;21;31;0;3;1;0;0;0;0;1;1;;;901;1405;;;2600;518;370;339;821;;112568;0.539947356955417;1;1126;1
2097da3af06;4;41;41210;1;6;1;5;2;;8;1;;96;1;2;0;0;1;1;0;1;1;5048;;;2766;580;608;845;;310;1027;;;112568;0.539947356955417;1;1126;1
f9d9e62ac93;4;41;41211;1;1;1;1;1;1;2;7;96;31;0;4;0;0;;0;0;1;0;;;123;194;;;;164;48;17;;62;112568;0.539947356955417;1;1126;1
0565c45b518;4;41;41212;1;5;1;4;2;2;3;;41;22;1;4;0;1;0;0;0;1;;5234;;;;317;;;215;;;;;112568;0.539947356955417;1;1126;1
a0228c20d90;4;41;41212;1;4;1;2;2;2;3;1;21;31;;4;0;1;;;;;0;;;;2508;;135;;43;;450;198;;112568;0.539947356955417;1;1126;1
8dae3b393e9;4;41;41212;1;4;1;3;;2;3;5;;13;;4;0;0;1;0;1;;0;;69;;2256;299;;350;;134;185;;;112568;0.539947356955417;1;1126;1
fc135997423;4;41;41212;1;5;1;;1;2;3;5;21;31;1;4;0;0;0;1;0;1;0;7705;217;;2647;568;;1581;;434;;592;;112568;0.539947356955417;1;1126;1
95b1640e4fd;4;41;41212;1;4;1;3;1;2;3;1;11;11;1;2;0;0;1;1;1;1;0;2597;21;554;;;;;;;389;160;;112568;0.539947356955417;1;1126;1
d11f31bddfc;4;41;41212;1;5;;5;;2;5;;11;21;1;;0;0;;1;1;1;0;;62;886;2865;;;;;;1055;177;687;112568;0.539947356955417;1;1126;1
a3d5c14cc6b;4;41;41213;1;4;1;2;2;2;2;5;51;21;1;4;0;0;1;1;1;1;0;;213;;2063;310;;;;246;131;305;244;112568;0.539947356955417;1;1126;1
c1479770f4e;4;41;41213;1;5;1;4;2;2;5;5;43;31;0;4;;1;0;1;;1;1;6377;219;872;495;648;;1001;;;;;415;112568;0.539947356955417;1;1126;1
b9c3f5718cb;4;41;41213;1;5;1;4;2;2;;5;32;21;1;4;0;0;0;1;1;1;1;7496;185;;;677;;;;;;555;;112568;0.539947356955417;1;1126;1
d1944d6df06;4;41;41214;2;3;;4;2;2;3;1;11;31;1;2;0;0;0;0;0;0;0;;;;;89;173;275;;;289;127;;112568;0.539947356955417;1;1126;1
ddb28b38330;4;41;41214;2;3;1;3;3;2;3;5;11;;1;2;0;1;0;;1;1;1;;125;628;;;;1052;688;;;;;112568;0.539947356955417;1;1126;1
777029dc49e;4;41;41214;2;3;2;3;1;6;3;1;;13;1;5;0;0;;0;0;0;;1573;;;3020;117;;179;;;;;;112568;0.539947356955417;1;1126;1
5f669df3194;4;41;41214;2;4;3;1;1;6;3;1;21;11;1;2;0;0;0;0;0;0;0;;;505;;103;96;;46;62;371;239;513;112568;0.539947356955417;1;1126;1
efd43238389;4;41;41215;1;7;1;4;3;2;3;;11;11;1;2;0;0;1;1;1;1;0;;;;;;;;;;1643;;;112568;0.539947356955417;1;1126;1
6e0b62f0254;4;41;41215;1;4;1;3;2;6;3;1;;11;1;2;;0;1;;1;0;1;2216;;;;;233;1148;176;94;273;;;112568;0.539947356955417;1;1126;1
b6cd5d6ad12;4;41;41215;1;3;;4;3;2;3;5;11;11;1;2;0;0;0;;1;1;1;4075;;947;3268;549;299;964;556;275;;;;112568;0.539947356955417;1;1126;1
4df6528f2e8;4;41;41215;1;5;1;4;2;;3;9;11;;1;5;1;0;;1;;1;;9485;;2393;12520;1952;551;6054;;1414;;1847;;112568;0.539947356955417;1;1126;1
00414142581;4;41;41216;1;3;;;1;1;3;5;11;22;;4;0;;0;0;0;1;;;28;;1318;;;151;;50;;;;112568;0.539947356955417;1;1126;1
d996ed30dcc;4;41;41216;1;6;1;1;1;1;5;5;43;31;0;5;0;0;0;0;0;0;0;;;;365;260;;;60;;;191;129;112568;0.539947356955417;1;1126;1
b026c774cbf;4;41;41216;1;4;3;4;1;;3;5;32;31;0;2;0;;0;0;0;0;0;1772;;242;;;;;;44;185;;312;112568;0.539947356955417;1;1126;1
e1da3cb4f5b;4;41;41216;1;4;1;3;2;1;3;7;21;31;1;;0;0;0;0;0;0;;;;;;151;176;99;11;20;41;29;;112568;0.539947356955417;1;1126;1
2977eddd898;4;41;41217;2;5;2;1;0;2;3;;;21;1;;0;1;0;1;1;1;1;;;947;2543;520;;771;;;;;;112568;0.539947356955417;1;1126;1
0a1f0178f15;4;41;41217;2;7;3;1;1;2;3;1;11;22;1;3;0;0;0;0;1;0;0;;;;;210;215;;76;147;1103;447;;112568;0.539947356955417;1;1126;1
1080072cde7;4;41;41217;2;3;3;1;;2;8;5;51;22;1;4;0;0;0;0;0;0;0;3237;;;534;;;;551;201;;;;112568;0.539947356955417;1;1126;1
fd50348a044;4;41;41217;2;3;1;;1;1;1;5;;21;1;3;0;0;0;0;0;1;1;;;460;990;;;;;;75;272;301;112568;0.539947356955417;1;1126;1
4829f029bea;4;41;41217;2;3;2;1;1;2;3;5;11;21;1;2;;0;0;;1;0;1;;128;;2588;;243;786;510;202;227;;1001;112568;0.539947356955417;1;1126;1
aa19443bab6;4;41;41217;2;5;3;1;1;;;5;;22;1;4;0;1;0;0;1;1;;;;;1817;;;;;456;383;;384;112568;0.539947356955417;1;1126;1
3db194abb5e;4;41;41218;1;7;;3;2;1;3;5;32;31;0;4;0;1;0;0;0;1;0;6186;;;670;322;135;;141;235;169;115;;112568;0.539947356955417;1;1126;1
5ca4f9bbeb2;4;41;41218;1;8;1;3;2;1;3;5;43;31;0;4;0;;0;0;0;1;0;4395;298;;;263;;410;;;;77;119;112568;0.539947356955417;1;1126;1
90409659940;4;41;41218;1;8;1;;1;1;5;5;43;31;0;;0;;0;0;0;0;0;;;;;409;;132;11;39;;74;;112568;0.539947356955417;1;1126;1
a992daec07c;4;41;41218;1;8;1;2;2;1;3;1;21;13;0;6;0;0;0;;0;0;0;3160;99;922;1658;377;;308;67;;389;;;112568;0.539947356955417;1;1126;1
3785a73f917;4;41;41218;1;8;1;1;1;;7;5;;23;0;4;0;0;0;0;0;0;0;;;179;;519;23;;;18;31;;;112568;0.539947356955417;1;1126;1
514f5f6fbec;4;41;41219;1;8;1;1;1;1;5;5;11;31;1;4;0;0;0;0;0;0;0;;40;;;;;;86;;284;;;112568;0.539947356955417;1;1126;1
2743bb5f456;4;41;41219;1;7;1;4;1;;2;5;51;23;0;4;0;0;;0;1;1;1;6269;354;633;1308;;172;839;;348;;402;313;112568;0.539947356955417;1;1126;1
9053f647ddb;4;41;41219;1;5;;2;1;2;5;5;43;31;0;4;0;0;0;0;0;;0;3597;206;;;;;231;;;;165;;112568;0.539947356955417;1;1126;1
9258e457b82;4;41;41219;1;7;1;3;2;1;2;9;43;96;1;4;0;;0;0;0;1;0;;;240;;236;152;277;;108;60;;86;112568;0.539947356955417;1;1126;1
30408f6b8a7;4;41;41219;1;4;1;5;;1;5;5;;13;0;4;0;0;0;0;0;0;0;3166;;;;;;138;;;48;15;93;112568;0.539947356955417;1;1126;1
6578971d464;4;41;41220;1;1;;1;;1;5;8;43;31;0;4;0;0;0;0;0;1;0;;178;;163;110;;44;;10;;;;112568;0.539947356955417;1;1126;1
8d454d354a6;4;41;41220;1;2;1;;2;1;1;5;;31;1;4;0;0;;;0;1;0;;;;621;251;;216;;82;;;;112568;0.539947356955417;1;1126;1
be9a88d2af2;4;41;41220;1;2;1;2;1;2;5;5;51;21;1;4;0;0;0;;1;;0;;;297;317;;;259;340;;;212;;112568;0.539947356955417;1;1126;1
82e8f852f9f;4;41;41220;1;2;1;2;1;2;2;5;41;21;1;4;0;0;0;0;0;0;0;;101;;;119;;;9;16;;;77;112568;0.539947356955417;1;1126;1
b7ca24b2c9a;4;41;41220;1;2;1;1;1;1;5;5;21;;1;4;;0;0;0;0;0;0;2213;;;330;;;;;;;91;72;112568;0.539947356955417;1;1126;1
089543d74f9;4;41;41220;1;2;1;2;1;2;3;5;11;;1;5;0;0;0;0;0;1;0;;;;;103;;;18;;;127;;112568;0.539947356955417;1;1126;1
a9c594da896;4;41;41221;1;2;1;4;1;2;3;9;11;22;;5;0;0;0;1;1;1;1;;;;;;72;;82;;;138;187;112568;0.539947356955417;1;1126;1
02d1f00d3aa;4;41;41221;1;3;1;3;2;;3;5;11;22;1;4;0;0;0;1;1;0;0;;;;;106;;;;33;45;68;;112568;0.539947356955417;1;1126;1
b95c02f0253;4;41;41221;1;1;1;2;1;;;;21;21;1;5;;0;0;;1;1;0;;37;;1937;144;;;;;19;;211;112568;0.539947356955417;1;1126;1
9a9dc3cb952;4;41;41222;2;5;1;;2;;5;1;11;;1;2;0;;1;1;1;1;1;5704;;;;1728;;;;;1572;518;;112568;0.539947356955417;1;1126;1
6d624240d39;4;41;41222;2;6;1;3;2;2;3;5;11;96;1;2;0;0;0;0;1;1;1;5650;;;4341;379;;;480;450;1443;487;;112568;0.539947356955417;1;1126;1
76f1d82a424;4;41;41222;2;5;2;1;1;2;3;5;11;11;1;2;0;;0;0;1;1;1;;45;843;;327;;;;;;196;809;112568;0.539947356955417;1;1126;1
57b8b0fcf4c;4;41;41222;2;4;1;3;2;2;;1;;13;1;5;;;0;0;1;1;1;;;600;;284;;320;448;;;285;;112568;0.539947356955417;1;1126;1
128dcef7e5a;4;41;41222;2;5;2;;2;;3;1;21;11;1;2;1;0;1;1;1;0;1;3495;;;;;;1597;293;;908;;;112568;0.539947356955417;1;1126;1
36e1439a681;4;41;41222;2;4;1;;2;2;;1;11;11;;;1;0;0;1;;;1;3728;42;;;526;;;779;457;1536;;;112568;0.539947356955417;1;1126;1
22a2a8d838a;4;41;41222;2;3;1;3;2;2;3;1;21;21;;2;0;0;0;0;0;1;0;2351;25;;;;;;62;75;;;495;112568;0.539947356955417;1;1126;1
00d26f53356;4;41;41223;2;4;1;3;2;2;3;1;11;11;1;2;1;0;1;;1;1;1;;;;;;;;;486;;300;898;112568;0.539947356955417;1;1126;1
38035d2fbca;4;41;41223;2;6;;3;1;2;3;1;11;96;1;;0;0;;1;;0;0;;29;;3473;190;;396;348;;;216;;112568;0.539947356955417;1;1126;1
8ff7b8304eb;4;41;41223;2;1;1;4;2;6;6;1;11;11;1;1;1;0;0;1;1;1;1;;89;1119;;;770;;1967;;;;2516;112568;0.539947356955417;1;1126;1
21bb7f3b658;4;41;41223;2;1;1;5;2;1;8;;21;21;1;2;0;0;0;1;0;1;;1536;238;;2992;590;;;;274;38;739;409;112568;0.539947356955417;1;1126;1
f3928fd23bd;4;41;41224;1;6;1;4;2;3;3;5;11;96;1;1;1;0;0;1;1;0;1;10782;;1940;10922;;834;7408;;;;;;112568;0.539947356955417;1;1126;1
5c7ba10d57e;4;41;41224;1;9;1;1;1;1;2;7;21;31;1;6;0;;0;;0;1;0;;;587;445;528;;410;;137;;69;;112568;0.539947356955417;1;1126;1
664a77b4741;4;41;41224;1;9;1;1;1;2;5;5;;21;1;4;1;0;0;1;1;1;1;;;941;1720;;;;190;;1533;;;112568;0.539947356955417;1;1126;1
ef9a294e808;4;41;41224;1;6;1;4;2;2;2;7;11;21;1;4;0;0;0;0;0;1;0;;;550;;;;;193;;323;;;112568;0.539947356955417;1;1126;1
68393c6a439;4;41;41224;1;5;1;1;;1;1;5;;31;0;6;0;0;0;0;0;0;0;5114;168;533;;;195;;0;16;43;;;112568;0.539947356955417;1;1126;1
4ac40c2831c;4;41;41224;1;5;1;1;1;;2;7;43;31;0;4;0;0;0;0;0;1;0;;140;;592;;;;235;156;;185;;112568;0.539947356955417;1;1126;1
c4a9dd1dfb2;4;41;41225;2;3;1;2;1;2;3;1;11;11;1;2;1;0;0;1;1;1;1;;;;;426;;;438;301;;;954;112568;0.539947356955417;1;1126;1
711c2b5c4b4;4;41;41225;2;2;1;1;1;2;8;5;11;21;1;;0;0;0;1;1;1;1;;131;;1022;705;;;654;;;1227;;112568;0.539947356955417;1;1126;1
e03b0118f42;4;41;41225;2;4;1;2;2;2;3;1;21;11;1;2;0;0;1;1;1;0;0;3613;;;;251;;467;;183;462;;717;112568;0.539947356955417;1;1126;1
8c8352767f9;4;41;41225;2;4;1;;1;2;3;5;11;11;1;2;1;0;0;1;1;1;1;;;767;;410;;2139;358;262;893;466;;112568;0.539947356955417;1;1126;1
ce3ed9e14ee;4;41;41225;2;4;1;3;2;2;;;11;21;1;2;0;;0;1;1;1;1;;91;;2871;;;;;980;891;596;;112568;0.539947356955417;1;1126;1
39146e96d0c;4;41;41226;1;5;1;3;;;;1;21;;1;4;0;0;1;;1;0;0;;;;3362;;;;;;;338;;112568;0.539947356955417;1;1126;1
cc0cc7727cd;4;41;41226;1;7;1;;2;2;3;1;21;;1;;1;;0;1;1;1;1;;;1467;4985;728;;2286;728;429;1708;667;;112568;0.539947356955417;1;1126;1
2155086422b;4;41;41226;1;8;3;8;;;3;5;11;11;1;6;1;1;;1;1;1;1;;;;3944;1018;751;;737;;;320;;112568;0.539947356955417;1;1126;1
7a43ef971da;4;41;41226;1;10;1;5;4;2;;1;;21;1;4;;0;1;0;1;0;0;;;;2609;150;;272;;;958;163;679;112568;0.539947356955417;1;1126;1
cc65e523ffe;4;41;41227;2;2;;4;2;2;3;5;11;11;1;1;;0;0;1;1;1;1;1842;139;705;;;;;618;;260;345;995;112568;0.539947356955417;1;1126;1
6452ca7f07c;4;41;41227;2;1;;4;1;6;3;1;;11;1;2;;0;0;1;1;1;;;;707;7929;1684;350;;;;;;1007;112568;0.539947356955417;1;1126;1
536e5ea0676;4;41;41227;2;2;1;4;2;6;;1;11;11;1;2;1;0;;1;1;1;1;;78;1050;8374;;;;1933;1066;716;960;;112568;0.539947356955417;1;1126;1
f146ee0a121;4;41;41227;2;6;3;3;2;2;5;;;22;1;5;0;1;0;1;1;0;1;7156;;;1929;954;281;1234;;;1997;1332;;112568;0.539947356955417;1;1126;1
