hid;idno;relation;sex;age;age_month;occupation;industry;migrate_recent;disability
48895fba8bb;1;1;1;33;;6;1;20;0
489676669b9;1;;1;47;;8;;20;0
489676669b9;2;2;;39;;0;0;10;
489676669b9;3;3;2;9;;0;0;20;0
489676669b9;4;3;2;12;;;0;;0
489676669b9;5;4;2;71;;0;0;99;0
4896c94c58f;1;1;1;58;;6;1;;0
4896c94c58f;2;2;2;45;;;1;99;0
4898162f38f;1;1;1;75;;9;6;20;1
4898162f38f;2;2;2;61;;9;6;20;0
4898162f38f;3;3;2;39;;2;12;11;0
48a715739c6;1;1;1;60;;9;1;12;0
48a715739c6;2;2;2;52;;0;0;11;0
48a715739c6;3;3;2;20;;0;0;11;0
48a715739c6;4;4;1;1;21;;;11;0
48a715739c6;5;4;1;29;;1;3;12;0
48b4e400f40;1;1;2;46;;;0;20;0
48b4e400f40;2;2;1;33;;8;6;10;0
48c1a1fa207;1;1;2;74;;0;0;20;0
48c5c1afcdd;1;1;2;45;;6;1;12;
48c5c1afcdd;2;3;1;0;1;0;0;99;0
48c5c1afcdd;3;3;2;3;46;0;0;11;0
48c5c1afcdd;4;3;2;5;;0;0;11;0
48c5c1afcdd;5;3;;10;;;0;11;
48c5c1afcdd;6;3;1;15;;6;1;11;0
48c8f87ca4c;1;1;2;81;;;0;0;0
48c8f87ca4c;2;3;1;24;;9;1;;0
48c8f87ca4c;3;4;1;2;29;;;11;0
48c8f87ca4c;4;4;1;4;50;0;0;0;0
48c8f87ca4c;5;4;2;7;;0;0;11;0
48c8f87ca4c;6;4;1;16;;9;1;99;0
48c8f87ca4c;7;4;1;20;;9;1;99;0
48cbecd5c9c;1;1;1;40;;4;11;99;0
48cbecd5c9c;2;3;1;8;;0;0;99;
48dbfd6a8f6;1;1;1;61;;0;0;;1
48dbfd6a8f6;2;2;2;57;;8;3;20;0
48dbfd6a8f6;3;4;2;82;;0;0;20;1
48f10809043;1;1;1;42;;0;0;12;0
48f10809043;2;2;2;27;;0;0;;0
48f10809043;3;3;1;3;36;0;0;0;0
48f10809043;4;4;1;79;;0;0;11;0
48f4bc2729f;1;1;2;38;;0;0;20;0
48f4bc2729f;2;2;1;50;;7;3;99;0
48f4bc2729f;3;3;1;14;;0;0;20;0
48f4bc2729f;4;3;2;19;;;0;99;0
48f4bc2729f;5;4;1;68;;0;0;99;0
48f580eff61;1;1;1;67;;7;3;20;0
48fa8810053;1;1;1;39;;9;1;20;0
48fa8810053;2;2;2;35;;9;1;11;0
48fa8810053;3;3;1;8;;0;0;11;0
48fa8810053;4;3;1;12;;;0;12;0
4903ded260b;1;1;1;32;;0;0;12;0
4903ded260b;2;2;2;28;;8;8;12;0
4903ded260b;3;3;2;4;53;0;0;12;
4903ded260b;4;3;2;12;;0;0;12;0
4912b000a57;1;1;2;;;9;15;12;0
4912b000a57;2;2;1;48;;;0;12;0
4912b000a57;3;;2;1;15;0;0;12;0
4912b000a57;4;3;2;5;;0;0;12;0
4912b000a57;5;3;1;17;;9;6;12;0
492c311edfa;1;1;1;52;;;8;0;1
492c311edfa;2;2;2;43;;;10;11;0
492c311edfa;3;3;1;23;;8;1;10;0
4945f5afde2;1;1;1;43;;6;1;20;0
4945f5afde2;2;2;2;75;;0;;20;0
494cfe26894;1;1;2;48;;0;;20;0
494cfe26894;2;3;1;13;;0;0;99;0
494cfe26894;3;3;2;15;;0;;0;0
495bba1818c;1;1;1;42;;6;1;10;0
495bba1818c;2;2;2;43;;6;;0;
495bba1818c;3;3;2;16;;0;0;0;0
495bba1818c;4;3;1;21;;6;1;0;0
4992d234cc4;1;1;1;34;;;8;20;0
4992d234cc4;2;2;2;30;;0;0;11;0
4992d234cc4;3;3;1;5;;0;0;11;0
4993318d92e;1;1;1;47;;3;6;20;0
4993318d92e;2;2;2;41;;8;3;12;0
4993318d92e;3;3;2;8;;;0;12;0
4993318d92e;4;3;2;15;;0;0;;0
4993318d92e;5;3;1;19;;4;11;11;
4993318d92e;6;3;2;19;;;11;20;0
49b9a001d5c;1;1;1;69;;6;;12;0
49b9a001d5c;2;2;2;59;;;1;12;0
49b9a001d5c;3;3;1;20;;6;1;12;0
49b9a001d5c;4;3;2;25;;0;0;12;0
49b9a001d5c;5;4;2;0;8;0;0;;0
49b9a001d5c;6;4;2;3;37;0;0;11;0
49c0e31fc0a;1;1;1;48;;6;1;12;0
49c0e31fc0a;2;2;2;33;;0;0;0;0
49c0e31fc0a;3;3;1;;;0;;11;0
49d14f3dfa8;1;1;1;46;;;10;10;0
49d14f3dfa8;2;2;2;38;;3;11;99;0
49d14f3dfa8;3;3;1;11;;;0;;0
49d14f3dfa8;4;3;1;12;;0;0;;0
49d14f3dfa8;5;5;1;20;;9;15;12;
49e41121693;1;1;2;32;;9;1;0;0
49e41121693;2;2;1;49;;9;1;11;0
49e41121693;3;3;1;12;;0;0;99;0
49f0bd86029;1;1;1;40;;7;13;20;0
49f0bd86029;2;2;2;35;;0;0;12;
49f0bd86029;3;3;1;10;;0;0;12;0
49f0bd86029;4;3;1;13;;0;0;;0
49fc0afffdf;1;1;2;50;;;0;99;0
49fc0afffdf;2;2;1;54;;0;0;30;0
49fc0afffdf;3;3;2;30;;0;0;30;0
49fc0afffdf;4;4;1;1;18;0;0;12;0
49fc0afffdf;5;4;1;9;;0;0;30;0
4a0d161cdeb;1;;1;71;;6;1;20;0
4a0d161cdeb;2;2;2;71;;6;1;20;0
4a0d161cdeb;3;3;2;44;;6;1;11;0
4a0d161cdeb;4;4;2;9;;0;0;20;0
4a0fd230332;1;1;1;26;;;3;30;0
4a0fd230332;2;2;2;24;;7;3;30;0
4a0fd230332;3;3;1;3;45;;0;20;0
4a0fd230332;4;3;1;4;48;0;0;11;
4a121c82066;1;1;1;50;;6;1;20;0
4a2bc7c82a9;1;1;1;39;;5;;12;0
4a2bc7c82a9;2;2;2;35;;3;12;12;0
4a2bc7c82a9;3;3;2;8;;;0;12;0
4a2bc7c82a9;4;3;1;12;;;0;12;0
4a450554968;1;1;1;46;;6;1;10;0
4a450554968;2;2;2;39;;0;;99;0
4a450554968;3;3;1;16;;;0;11;0
4a450554968;4;3;1;21;;6;1;99;0
4a585bc1b61;1;1;1;63;;3;12;20;0
4a585bc1b61;2;2;2;57;;0;0;20;0
4a585bc1b61;3;3;1;23;;7;11;20;0
4a585bc1b61;4;3;2;25;;9;;11;0
4a7582dbb99;1;1;2;56;;6;1;12;0
4a7582dbb99;2;3;1;19;;6;1;0;0
4a7582dbb99;3;3;1;23;;6;1;0;0
4a7b58ec77e;1;1;1;36;;6;1;20;0
4a7b58ec77e;2;2;2;33;;0;0;99;0
4a7b58ec77e;3;3;1;1;22;0;0;10;0
4a7b58ec77e;4;3;1;5;;0;0;99;0
4a7b58ec77e;5;3;2;8;;0;0;20;0
4a7b58ec77e;6;3;2;10;;0;0;99;0
4a7b58ec77e;7;3;2;12;;0;0;99;0
4a89d199208;1;1;1;38;;5;3;20;0
4a89d199208;2;2;2;34;;5;6;99;0
4a89d199208;3;3;1;5;;;0;99;0
4a89d199208;4;3;2;7;;0;0;0;
4a89d199208;5;3;2;12;;;0;99;0
4a9ecc0905b;1;1;2;65;;0;;20;0
4aa2f92993d;1;1;1;62;;0;0;20;0
4aa2f92993d;2;2;2;59;;5;6;10;0
4ac40c2831c;1;1;2;40;;0;0;30;
4ac40c2831c;2;2;2;30;;6;1;30;0
4ac40c2831c;3;3;2;2;33;;0;30;
4ac40c2831c;4;3;2;3;45;0;0;30;0
4ac40c2831c;5;4;2;52;;6;1;30;
4ac63b9112d;1;1;2;44;;;1;20;0
4ac63b9112d;2;3;2;5;;0;0;10;0
4ac63b9112d;3;3;2;9;;0;0;10;0
4ac63b9112d;4;3;1;21;;7;3;10;0
4ad2d08cd89;1;1;1;40;;7;;;0
4ad2d08cd89;2;2;2;42;;0;0;11;0
4ad2d08cd89;3;3;2;12;;0;0;11;
4ad2d08cd89;4;3;1;16;;0;0;11;0
4ad2d08cd89;5;4;1;22;;0;0;11;1
4ad2d08cd89;6;4;1;40;;;;99;0
4ad2d08cd89;7;4;2;52;;0;0;11;0
4addc332dd7;1;1;1;46;;5;6;0;0
4addc332dd7;2;2;2;41;;3;13;12;
4addc332dd7;3;3;2;5;;0;0;99;0
4addc332dd7;4;3;1;16;;0;0;99;0
4addc332dd7;5;3;1;17;;0;;99;0
4addc332dd7;6;3;1;24;;7;0;99;
4addc332dd7;7;4;1;0;11;0;0;99;0
4addc332dd7;8;4;2;6;;0;0;;0
4adfb95608d;1;1;1;36;;6;1;20;0
4adfb95608d;2;2;2;25;;0;;12;1
4adfb95608d;3;3;1;2;31;0;0;12;
4adfb95608d;4;3;2;3;41;0;0;12;0
4adfb95608d;5;3;2;6;;0;0;12;0
4afcd7a2d07;1;1;1;51;;;3;20;
4afcd7a2d07;2;2;2;45;;2;12;12;0
4afcd7a2d07;3;3;2;3;36;0;0;12;0
4afcd7a2d07;4;3;2;7;;0;0;12;0
4afcd7a2d07;5;3;1;8;;0;0;12;0
4afdb87fb8d;1;1;1;52;;6;1;10;0
4afdb87fb8d;2;2;2;43;;6;1;20;0
4afdb87fb8d;3;3;2;17;;0;0;10;0
4afdb87fb8d;4;3;2;20;;;0;10;0
4afdb87fb8d;5;3;1;26;;0;0;10;0
4afdb87fb8d;6;4;2;0;6;0;0;20;0
4b28ee06f15;1;1;1;51;;6;1;20;
4b28ee06f15;2;2;2;50;;3;12;20;0
4b2e92d2bfa;1;1;1;56;;6;1;20;0
4b2e92d2bfa;2;2;2;;;0;0;20;0
4b2e92d2bfa;3;3;2;18;;0;0;11;0
4b2e92d2bfa;4;4;2;57;;7;3;10;0
4b395989eea;1;1;2;57;;7;3;10;1
4b3c8e3680e;1;1;1;35;;;6;20;0
4b3c8e3680e;2;2;2;35;;0;;20;
4b3c8e3680e;3;3;1;2;33;0;0;10;
4b3c8e3680e;4;3;2;6;;;;10;0
4b3c8e3680e;5;3;1;12;;0;0;10;0
4b459b888ad;1;1;2;37;;0;0;10;0
4b459b888ad;2;3;1;8;;0;;99;
4b459b888ad;3;3;2;16;;0;0;99;0
4b47595cafd;1;1;1;63;;0;0;20;0
4b47595cafd;2;2;;61;;0;0;20;0
4b47595cafd;3;3;2;32;;7;11;10;0
4b82653c262;1;1;1;61;;6;1;11;0
4b82653c262;2;2;2;39;;0;0;11;0
4b82653c262;3;2;2;57;;6;1;11;0
4b82653c262;4;3;2;0;6;0;0;10;0
4b82653c262;5;3;2;2;26;0;0;11;
4b82653c262;6;3;2;10;;0;0;11;0
4b82653c262;7;3;2;12;;0;0;11;0
4b82653c262;8;3;2;14;;0;0;11;0
4b82653c262;9;3;1;15;;;0;11;0
4b94a263b51;1;1;1;38;;9;5;12;0
4b94a263b51;2;2;;33;;;0;11;0
4b94a263b51;3;3;2;0;5;0;0;;0
4b94a263b51;4;3;2;4;51;0;0;12;0
4b94a263b51;5;;1;5;;0;0;99;0
4b94a263b51;6;3;2;9;;0;0;11;0
4b94a263b51;7;3;2;13;;0;0;11;0
4b94a263b51;8;3;1;15;;0;0;11;
4bb1722452b;1;1;1;48;;;1;10;
4bb1722452b;2;2;2;40;;6;1;11;0
4bb1722452b;3;3;1;2;31;0;0;20;
4bb1722452b;4;3;1;;32;0;0;12;0
4bb1722452b;5;3;1;4;52;0;0;11;0
4bb1722452b;6;3;2;5;;;0;11;0
4bb1722452b;7;3;1;7;;;0;11;0
4bb1722452b;8;3;1;9;;0;0;20;0
4bb1722452b;9;3;1;11;;0;0;11;0
4bb3115f338;1;1;1;45;;7;5;20;0
4bb3115f338;2;2;2;38;;4;6;20;
4bb3115f338;3;3;2;8;;0;0;10;0
4bb3115f338;4;;1;10;;0;0;10;0
4bb3115f338;5;3;2;19;;0;0;10;0
4bb8c75830a;1;1;1;30;;6;1;12;0
4bb8c75830a;2;2;2;29;;;0;99;0
4bb8c75830a;3;3;2;2;34;;0;99;0
4bb8c75830a;4;3;2;4;50;0;0;99;0
4bc3f14b0b2;1;1;1;24;;6;1;30;
4bc3f14b0b2;2;2;2;;;;1;99;0
4bc3f14b0b2;3;3;1;1;18;0;0;10;0
4bc3f14b0b2;4;3;1;3;38;0;0;20;0
4bdccbdcbb2;1;1;1;37;;;0;20;0
4bdccbdcbb2;2;2;2;38;;0;0;20;0
4bdccbdcbb2;3;3;2;9;;0;0;20;
4bdccbdcbb2;4;3;2;13;;;0;;0
4be14b885a2;1;1;1;54;;8;8;0;0
4be14b885a2;2;2;2;48;;;0;12;
4be14b885a2;3;3;2;15;;0;0;12;0
4be14b885a2;4;3;1;;;0;0;12;0
4be14b885a2;5;3;2;22;;0;0;12;0
4bfece8cfbf;1;1;1;34;;7;8;20;0
4bfece8cfbf;2;2;2;29;;9;;11;0
4c01311b73d;1;1;2;72;;;0;20;0
4c07b4ca6f9;1;1;2;86;;;;12;0
4c07b4ca6f9;2;3;2;40;;0;0;12;0
4c07b4ca6f9;3;4;1;35;;7;5;12;0
4c0ccbbeebe;1;1;1;61;;0;0;20;0
4c0ccbbeebe;2;2;2;60;;0;0;99;
4c0ccbbeebe;3;3;1;32;;7;5;20;0
4c0ccbbeebe;4;4;2;9;;0;0;20;0
4c0ccbbeebe;5;4;2;28;;0;0;20;0
4c1ce39c490;1;1;1;47;;0;0;99;0
4c1ce39c490;2;2;2;37;;0;0;11;
4c1ce39c490;3;3;1;1;13;0;0;30;0
4c1ce39c490;4;3;1;6;;0;0;;0
4c1ce39c490;5;3;1;8;;;0;11;0
4c1ce39c490;6;3;2;10;;0;0;11;0
4c1ce39c490;7;3;2;13;;0;0;11;0
4c1ce39c490;8;3;1;16;;0;0;11;0
4c1ce39c490;9;3;2;18;;0;0;11;0
4c200c746fe;1;1;1;61;;2;12;12;0
4c200c746fe;2;4;2;56;;0;0;12;0
4c28081a6bc;1;1;2;62;;0;0;0;0
4c28081a6bc;2;3;2;24;;0;0;99;1
4c28081a6bc;3;3;1;28;;11;0;11;0
4c28081a6bc;4;3;1;28;;8;8;99;0
4c2b5932dd3;1;1;1;58;;6;;20;0
4c2b5932dd3;2;2;2;55;;0;0;20;0
4c4176f2881;1;1;1;31;;8;15;20;0
4c4176f2881;2;2;2;25;;5;14;20;0
4c4176f2881;3;3;2;5;;0;0;20;0
4c51681e24d;1;1;1;39;;9;6;20;0
4c51681e24d;2;2;2;36;;0;0;20;0
4c51681e24d;3;3;2;9;;0;0;20;0
4c51681e24d;4;3;1;13;;0;0;30;0
4c51681e24d;5;3;1;;;0;0;99;0
4c8a6de8ba5;1;1;1;40;;5;6;20;0
4c8a6de8ba5;2;2;2;30;;0;0;20;0
4c8a6de8ba5;3;3;1;4;48;0;0;11;0
4c8a6de8ba5;4;3;2;8;;0;0;11;0
4c95888eb2c;1;1;1;63;;0;0;20;0
4c95888eb2c;2;2;2;57;;;0;99;0
4c95888eb2c;3;3;2;17;;0;0;11;
4c95888eb2c;4;3;2;19;;0;0;99;1
4c95888eb2c;5;3;2;23;;0;0;10;
4c9d6f48961;1;1;1;21;;7;;20;1
4c9d6f48961;2;2;2;18;;0;0;20;0
4c9d6f48961;3;;2;0;9;0;0;99;0
4ca14fbba2f;1;1;1;34;;7;;12;0
4ca14fbba2f;2;2;2;31;;2;12;12;0
4ca14fbba2f;3;3;1;10;;0;0;12;0
4ca14fbba2f;4;3;1;11;;0;0;12;0
4ca666ecebf;1;1;1;;;6;1;99;0
4ca666ecebf;2;2;2;35;;0;;30;0
4ca666ecebf;3;3;1;1;15;0;0;11;0
4ca666ecebf;4;;2;9;;0;0;;
4ca666ecebf;5;3;1;13;;0;;;0
4ca666ecebf;6;3;1;14;;0;0;99;0
4cac647c642;1;1;1;54;;8;8;12;0
4cac647c642;2;2;2;52;;5;6;10;0
4cac647c642;3;3;1;22;;5;6;10;0
4cb7bb2cda1;1;1;1;28;;;6;12;
4cb7bb2cda1;2;2;2;25;;0;;12;0
4cb7bb2cda1;3;3;1;2;28;0;0;12;0
4cb7bb2cda1;4;3;1;2;33;0;0;12;0
4cb7bb2cda1;5;3;2;5;;0;0;0;0
4cb7bb2cda1;6;3;1;7;;0;0;12;0
4cbe77f3614;1;1;1;80;;0;0;12;0
4cbffe86e20;1;1;2;61;;0;0;0;0
4cbffe86e20;2;3;1;43;;7;3;11;0
4cbffe86e20;3;4;1;8;;0;0;12;0
4cbffe86e20;4;4;1;15;;0;0;12;0
4cbffe86e20;5;4;;16;;0;0;11;0
4cbffe86e20;6;4;2;43;;0;0;11;0
4cdb0b4e164;1;1;1;58;;7;3;20;0
4cdb0b4e164;2;2;2;48;;;0;20;0
4cdb0b4e164;3;3;1;24;;;3;20;0
4cdd8ff41de;1;1;1;43;;9;14;12;
4cdd8ff41de;2;2;2;49;;0;0;12;0
4cdd8ff41de;3;3;1;20;;;0;12;0
4cdf222b819;1;1;1;33;;3;6;20;0
4cdf222b819;2;2;2;27;;;0;12;0
4cdf222b819;3;3;2;4;50;0;0;12;0
4ce1006dfeb;1;1;1;40;;8;8;20;0
4ce1006dfeb;2;2;2;28;;0;0;;0
4ce1006dfeb;3;3;2;1;22;0;0;99;0
4ce1006dfeb;4;3;1;6;;;0;99;0
4ce1006dfeb;5;3;1;9;;;0;11;0
4ce1006dfeb;6;4;1;19;;;0;99;
4cf2dc959d9;1;1;1;39;;7;5;99;0
4cf2dc959d9;2;2;2;35;;9;15;99;0
4cf2dc959d9;3;3;1;0;4;0;0;10;0
4cf2dc959d9;4;3;2;14;;0;0;99;0
4d0390aab21;1;1;1;45;;7;8;12;0
4d0390aab21;2;2;2;31;;0;0;99;0
4d0390aab21;3;3;1;9;;0;0;20;0
4d063205ceb;1;1;2;75;;0;0;30;0
4d063205ceb;2;3;2;56;;0;0;30;
4d063205ceb;3;4;;22;;6;1;11;
4d0c8c6d359;1;1;1;78;;0;0;30;0
4d0fae017fc;1;1;2;52;;0;0;;0
4d0fae017fc;2;2;1;52;;7;1;99;0
4d0fae017fc;3;3;2;12;;0;0;99;0
4d0fae017fc;4;3;1;14;;0;0;99;0
4d0fae017fc;5;3;1;;;0;0;99;0
4d0fae017fc;6;3;;29;;7;1;99;
4d13007fd6f;1;1;1;56;;;6;20;0
4d13007fd6f;2;2;2;54;;;0;20;0
4d13007fd6f;3;3;;19;;;;20;0
4d13007fd6f;4;3;2;20;;;;11;0
4d13007fd6f;5;3;2;24;;0;0;11;
4d17b3afa60;1;1;1;58;;;0;0;0
4d17b3afa60;2;2;;63;;9;15;;0
4d17b3afa60;3;3;1;22;;6;1;11;0
4d17b3afa60;4;3;2;28;;9;15;11;0
4d17b3afa60;5;4;2;3;47;;0;10;0
4d17b3afa60;6;4;2;8;;0;0;99;0
4d17b3afa60;7;4;2;17;;0;0;10;0
4d1fec90496;1;1;1;65;;;5;12;0
4d1fec90496;2;2;2;63;;0;0;12;0
4d1fec90496;3;3;2;25;;2;12;12;0
4d36b8931fa;1;1;1;46;;1;6;11;
4d36b8931fa;2;2;2;39;;1;6;11;0
4d36b8931fa;3;3;1;7;;0;0;11;0
4d36b8931fa;4;3;1;16;;0;0;20;0
4d36b8931fa;5;3;1;19;;5;6;;
4d6548c3cef;1;1;1;27;;5;3;20;
4d6548c3cef;2;2;2;23;;;0;11;0
4d6548c3cef;3;3;1;3;44;0;0;20;0
4d73fa3485f;1;1;1;35;;6;1;0;0
4d73fa3485f;2;2;2;35;;6;1;12;0
4d73fa3485f;3;3;1;2;30;;0;;0
4d73fa3485f;4;3;1;7;;0;0;20;0
4d7a82e0a83;1;;1;48;;5;;99;0
4d7a82e0a83;2;2;2;39;;;11;99;0
4d7a82e0a83;3;3;2;9;;0;0;99;0
4d84a7c1ab1;1;1;2;44;;0;0;10;0
4d84a7c1ab1;2;3;1;14;;0;0;30;0
4d84a7c1ab1;3;3;1;17;;6;1;99;0
4d896df76c8;1;1;1;36;;;5;12;0
4d896df76c8;2;;2;30;;9;15;;0
4d896df76c8;3;3;2;4;53;0;0;12;
4d896df76c8;4;3;1;5;;;0;11;0
4d896df76c8;5;3;2;13;;0;0;12;0
4d90c7eda57;1;1;1;49;;;8;20;0
4d90c7eda57;2;2;2;48;;0;0;99;0
4dbf5b12ac9;1;1;1;52;;2;13;12;0
4dbf5b12ac9;2;2;2;45;;2;13;;0
4dbf5b12ac9;3;3;2;16;;0;0;11;0
4dbfc6110cc;1;1;2;51;;0;0;20;0
4dbfc6110cc;2;3;1;18;;0;0;99;0
4dbfc6110cc;3;3;2;21;;0;0;99;0
4dbfc6110cc;4;3;2;29;;9;15;99;0
4dbfc6110cc;5;4;2;;28;0;0;99;0
4dbfc6110cc;6;4;2;7;;0;0;99;0
4dbfc6110cc;7;4;2;8;;0;0;20;0
4dbfc6110cc;8;4;1;10;;;0;20;
4dbfc6110cc;9;4;1;12;;;0;;0
4ddebc860d2;1;1;1;28;;8;3;10;0
4ddebc860d2;2;2;2;23;;;0;12;
4ddebc860d2;3;3;2;3;40;0;0;12;0
4ddebc860d2;4;3;1;5;;0;0;10;0
4df6528f2e8;1;1;1;48;;;1;20;0
4df6528f2e8;2;2;2;48;;9;1;11;0
4df6528f2e8;3;3;1;4;55;0;0;20;0
4df6528f2e8;4;3;1;8;;0;0;0;0
4df6528f2e8;5;3;2;15;;0;0;11;0
4df93e439ed;1;1;1;27;;6;1;30;0
4df93e439ed;2;2;2;;;0;0;99;0
4df93e439ed;3;3;2;3;46;0;;10;0
4df93e439ed;4;3;1;7;;;0;99;
4df9821e9dc;1;1;1;67;;6;;10;0
4df9821e9dc;2;2;2;59;;6;1;99;0
4df9821e9dc;3;3;2;14;;;0;99;0
4df9821e9dc;4;3;1;16;;6;1;0;0
4df9821e9dc;5;3;1;20;;6;1;99;0
4df983c69de;1;1;1;30;;6;1;12;0
4df983c69de;2;2;2;28;;6;1;12;0
4df983c69de;3;3;1;2;28;0;0;12;0
4df983c69de;4;3;2;5;;0;0;12;0
4df983c69de;5;3;1;7;;0;0;12;0
4e16fb5f648;1;1;1;45;;7;3;10;0
4e16fb5f648;2;2;2;49;;;15;20;
4e16fb5f648;3;3;1;8;;0;0;99;0
4e16fb5f648;4;3;1;11;;0;0;10;0
4e16fb5f648;5;3;1;13;;0;0;10;0
4e16fb5f648;6;3;2;;;0;;10;0
4e16fb5f648;7;3;2;15;;;;20;0
4e18d1fd1fa;1;1;2;56;;0;0;30;0
4e18d1fd1fa;2;2;1;53;;6;1;30;0
4e18d1fd1fa;3;3;1;10;;0;0;30;0
4e18d1fd1fa;4;3;2;14;;0;0;30;0
4e18d1fd1fa;5;4;1;13;;0;0;;0
4e1bb4ebbe0;1;1;1;77;;0;0;20;0
4e1bb4ebbe0;2;2;2;61;;0;0;99;0
4e221147122;1;1;2;21;;0;0;20;0
4e221147122;2;4;2;4;52;0;0;20;0
4e221147122;3;4;2;12;;0;0;;0
4e221147122;4;4;2;17;;6;1;10;0
4e221147122;5;4;1;20;;6;1;20;0
4e221147122;6;4;1;23;;;;11;0
4e3ac01a812;1;1;1;41;;6;1;;0
4e3ac01a812;2;2;2;45;;0;0;99;0
4e3ac01a812;3;3;1;12;;0;;12;0
4e3f5decb29;1;1;1;27;;9;5;20;0
4e3f5decb29;2;2;2;21;;;0;20;0
4e3f5decb29;3;3;2;3;45;0;0;20;0
4e50aee5190;1;1;1;43;;;12;30;0
4e50aee5190;2;2;2;38;;3;12;30;0
4e50aee5190;3;3;;8;;0;0;30;0
4e50aee5190;4;3;1;15;;0;0;30;0
4e5df12d3ad;1;1;1;49;;;2;20;0
4e5df12d3ad;2;2;2;43;;9;;11;0
4e5df12d3ad;3;3;1;27;;7;2;;0
4e60bc5bf53;1;1;1;33;;5;6;20;0
4e60bc5bf53;2;2;2;23;;0;0;;0
4e60bc5bf53;3;3;2;0;1;0;0;10;0
4e60bc5bf53;4;3;1;2;25;0;0;20;
4e74aa205f2;1;1;2;35;;6;1;30;0
4e74aa205f2;2;3;2;5;;0;0;99;0
4e74aa205f2;3;3;2;9;;0;0;12;0
4e74aa205f2;4;3;2;11;;;0;99;0
4e7a7741935;1;1;2;31;;5;6;11;0
4e7a7741935;2;3;1;9;;;0;12;0
4e7a7741935;3;5;2;24;;5;6;;0
4e7bad217cf;1;1;2;48;;9;15;20;0
4e7dc29f8a0;1;1;1;31;;6;1;12;0
4e7dc29f8a0;2;2;2;24;;6;1;12;0
4e7dc29f8a0;3;3;1;2;24;0;0;11;0
4e7dc29f8a0;4;3;1;4;52;0;0;11;0
4e8a934283b;1;1;2;18;;0;0;10;0
4e8a934283b;2;3;2;3;40;0;0;11;0
4e8a934283b;3;4;1;7;;;0;99;0
4e8a934283b;4;4;2;12;;0;0;;0
4e8a934283b;5;4;1;13;;0;0;99;0
4e8a934283b;6;4;;39;;;3;99;0
4e8a934283b;7;4;2;41;;0;0;;0
4e8cb014e82;1;1;1;28;;5;6;12;0
4e8cb014e82;2;2;2;33;;0;0;10;0
4e8cb014e82;3;3;1;5;;0;0;20;0
4e9161cc428;1;1;1;40;;9;3;30;0
4e9161cc428;2;2;2;27;;9;3;30;0
4e9161cc428;3;3;1;2;34;0;0;10;0
4e9161cc428;4;3;1;6;;0;0;10;0
4e97dca2cb6;1;1;1;39;;9;1;20;0
4e97dca2cb6;2;2;2;30;;0;0;20;
4e97dca2cb6;3;3;1;1;22;0;0;11;0
4e97dca2cb6;4;3;2;3;40;0;0;10;0
4e97dca2cb6;5;3;2;7;;0;0;10;0
4e97dca2cb6;6;3;1;10;;0;0;11;0
4e97dca2cb6;7;3;1;12;;0;0;99;1
4e97dca2cb6;8;3;1;14;;0;;11;0
4e9c2c5cdef;1;1;1;31;;5;6;11;0
4e9c2c5cdef;2;2;2;29;;4;10;20;0
4e9c2c5cdef;3;3;2;3;44;0;0;0;0
4e9c2c5cdef;4;3;1;5;;;0;0;0
4eb50b80b88;1;1;1;44;;7;11;12;0
4eb50b80b88;2;2;2;45;;3;11;12;0
4eb50b80b88;3;3;1;6;;0;0;12;0
4eb50b80b88;4;3;1;9;;0;0;12;0
4eb50b80b88;5;5;2;16;;0;0;12;
4eb6c1704d3;1;1;1;25;;5;9;20;0
4eb6c1704d3;2;2;2;20;;0;0;;0
4eb6c1704d3;3;3;1;1;21;0;0;20;0
4eb6c1704d3;4;3;2;3;40;0;;20;0
4eb80fdab1f;1;1;1;47;;6;1;30;0
4eb80fdab1f;2;2;2;37;;6;1;30;0
4eb80fdab1f;3;3;1;3;45;0;0;30;0
4eb80fdab1f;4;3;1;5;;;0;30;0
4eb80fdab1f;5;3;2;7;;0;0;12;
4eb80fdab1f;6;3;2;10;;;0;30;0
4eb80fdab1f;7;3;2;15;;0;0;30;0
4ec60e930b4;1;1;1;51;;5;6;20;1
4ec60e930b4;2;2;2;50;;0;0;20;0
4ec60e930b4;3;3;2;17;;0;0;20;0
4ec60e930b4;4;3;2;28;;;8;12;0
4ec84e12e7c;1;1;2;40;;5;7;11;0
4ec84e12e7c;2;2;1;44;;5;;11;0
4ec84e12e7c;3;3;2;6;;0;;0;0
4ec84e12e7c;4;3;1;8;;0;0;99;
4ec84e12e7c;5;3;2;15;;0;0;11;0
4ec84e12e7c;6;3;2;19;;0;0;11;0
4ec84e12e7c;7;3;2;;;0;0;11;0
4ec84e12e7c;8;4;1;20;;4;14;11;0
4ec84e12e7c;9;4;1;22;;4;14;11;0
4ece6c3b35a;1;1;1;37;;5;6;20;0
4ece6c3b35a;2;2;;31;;;6;99;
4ece6c3b35a;3;3;1;5;;0;0;11;0
4ece6c3b35a;4;3;2;10;;0;0;;0
4ece6c3b35a;5;3;1;13;;;0;30;0
4edbd616bce;1;1;2;40;;9;15;30;0
4edbd616bce;2;;1;16;;7;6;30;0
4edbd616bce;3;3;1;18;;8;6;30;0
4edf42ad103;1;1;1;30;;5;11;10;0
